SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1282.00,1282.00,1259.00,1268.40,1268.40,1278.25,1516,7487,9499117.00,
500003,AEGIS LOGIS ,B ,Q,596.90,605.20,573.20,577.90,577.90,587.30,3519,28843,16964622.00,
500008,AMAR RAJA BA,A ,Q,867.00,870.00,848.00,858.20,858.20,864.65,1126,223521,193264162.00,
500009,A.SARABHAI  ,B ,Q,3.30,3.99,3.25,3.61,3.61,3.87,84,10788,38608.00,
500010,HDFC        ,A ,Q,1328.00,1344.30,1308.60,1338.45,1330.65,1328.40,12063,295614,394638647.00,
500012,ANDHRA PETRO,B ,Q,10.70,10.70,9.83,9.97,9.97,10.29,114,31403,315709.00,
500013,ANSAL INFRAS,B ,Q,24.80,25.35,23.60,23.95,24.00,24.80,438,35689,879250.00,
500014,APPLE FINANC,B ,Q,2.48,2.50,2.10,2.20,2.20,2.15,60,20110,43957.00,
500020,BOM DYEING  ,B ,Q,69.20,69.90,66.10,66.60,66.60,69.50,4504,432865,29165211.00,
500023,ASIANHOTNR  ,B ,Q,106.40,106.90,101.10,106.90,106.90,102.80,11,234,23673.00,
500024,ASSAMCO     ,B ,Q,4.26,4.26,3.98,4.06,4.06,4.24,691,537368,2179890.00,
500027,ATUL LTD.   ,A ,Q,1170.00,1170.00,1100.00,1116.40,1116.00,1161.65,558,2366,2674179.00,
500028,ATV PROJECTS,T ,Q,2.50,2.50,2.50,2.50,2.50,2.55,6,251,627.00,
500029,AUTOLITE(I) ,B ,Q,33.00,33.00,29.10,29.45,29.45,29.50,12,290,8589.00,
500031,BAJAJ ELECT.,A ,Q,213.00,213.35,209.45,210.45,211.95,213.70,1891,48960,10374187.00,
500032,BAJAJHIND   ,B ,Q,15.60,15.60,15.05,15.10,15.10,15.75,1304,329309,5045587.00,
500033,FORCE MOTR  ,B ,Q,1406.50,1436.50,1382.25,1415.75,1415.75,1388.50,11853,156536,221020614.00,
500034,BAJFINANCE  ,A ,Q,4065.80,4102.80,3924.75,4003.30,4067.45,4035.05,1141,2785,11208669.00,
500038,BALRAM.CHINI,A ,Q,54.00,54.00,51.80,52.10,52.10,53.70,3115,101027,5297777.00,
500039,BANCO PROD. ,B ,Q,116.00,116.00,110.60,111.30,112.40,114.10,294,6111,680734.00,
500040,CENTURY TEXT,A ,Q,561.95,568.00,544.50,548.55,548.55,563.85,6799,247105,137361729.00,
500041,BANNARI AMAN,B ,Q,939.00,989.00,931.00,937.00,940.00,948.75,57,985,933355.00,
500042,BASF INDIA  ,B ,Q,1129.05,1141.95,1103.00,1118.80,1118.80,1131.20,691,3224,3628931.00,
500043,BATA INDIA  ,A ,Q,1160.00,1185.75,1145.00,1173.20,1173.20,1166.75,1714,15883,18527272.00,
500048,BEML LTD    ,A ,Q,1082.00,1082.00,1050.00,1053.70,1053.70,1087.65,4540,38262,40582701.00,
500049,BHARAT ELECT,A ,Q,3248.00,3256.00,3155.00,3188.75,3188.75,3249.20,5750,27277,87174762.00,
500051,BHAG GAS    ,Z ,Q,1.18,1.18,1.18,1.18,1.18,1.18,2,250,295.00,
500052,BHANSALI ENG,B ,Q,21.00,22.00,20.95,21.55,21.75,21.80,102,46251,983613.00,
500055,BHUSH STEEL ,A ,Q,79.60,81.70,77.50,77.95,77.95,78.70,3969,219773,17591841.00,
500057,ABCIL       ,B ,Q,214.00,217.50,212.00,216.80,217.50,216.80,115,13692,2927562.00,
500058,BIHAR SPONGE,T ,Q,2.71,2.71,2.58,2.59,2.69,2.71,38,3300,8581.00,
500059,BINANI IND. ,B ,Q,97.30,97.90,93.50,94.00,94.00,96.90,309,11713,1113891.00,
500060,BIRLA ERIC. ,T ,Q,53.85,55.80,53.85,55.00,55.00,55.25,73,9097,500184.00,
500067,BLUE STAR   ,B ,Q,306.00,306.20,299.00,300.40,300.40,306.20,469,33967,10279333.00,
500068,DISA INDIA  ,B ,Q,5147.00,5148.00,5018.00,5018.00,5018.00,5052.00,28,19,95985.00,
500069,BNK CAPITAL ,B ,Q,36.05,38.85,36.00,36.65,36.00,37.10,38,2336,85531.00,
500074,BPL LTD.    ,B ,Q,33.00,33.00,30.55,30.95,30.95,32.15,2003,115395,3621569.00,
500078,CAMPH.& ALL ,B ,Q,264.90,264.90,245.00,254.50,255.00,252.30,188,4017,1009047.00,
500083,CENTURY EXT ,B ,Q,1.46,1.47,1.36,1.37,1.37,1.45,20,4401,6047.00,
500084,CESC LTD.   ,A ,Q,595.80,601.50,588.10,591.20,591.20,594.20,2268,24846,14824267.00,
500085,CHAMBAL FERT,B ,Q,66.75,66.75,64.85,65.90,65.15,66.10,2385,62734,4127340.00,
500086,EXIDE IND.  ,A ,Q,180.00,183.00,178.70,180.95,180.95,183.15,5424,625805,112353432.00,
500087,CIPLA LTD.  ,A ,Q,711.85,718.20,693.90,700.00,700.00,709.55,6259,140351,99005997.00,
500089,DIC INDIA   ,B ,Q,344.00,344.00,342.20,342.60,342.20,343.60,21,1147,392858.00,
500092,CRISIL LTD  ,A ,Q,2023.95,2036.00,1982.10,2002.75,2004.90,2006.65,781,1832,3672166.00,
500093,CROMPT.GREAV,A ,Q,170.55,172.10,163.00,164.35,164.35,171.05,8231,305767,50815628.00,
500096,DABUR (I)   ,A ,Q,273.00,274.15,264.75,265.80,265.80,275.10,3836,88341,23651348.00,
500097,DALMIASUG   ,B ,Q,17.50,18.30,16.10,16.90,16.95,17.80,71,4212,71295.00,
500101,ARVIND Ltd  ,A ,Q,285.00,286.00,273.00,274.15,274.15,286.55,6296,205619,57125857.00,
500102,BALARPUR IND,B ,Q,14.00,14.04,13.61,13.66,13.66,13.96,599,1614227,22298683.00,
500103,BHEL        ,A ,Q,253.00,255.50,245.00,245.75,245.75,255.15,10225,453614,113122127.00,
500104,HIND.PETRO  ,A ,Q,643.35,644.50,624.05,626.45,626.45,643.35,4496,100486,63560111.00,
500106,IFCI LTD    ,A ,Q,34.60,34.70,34.00,34.10,34.10,34.80,2566,804720,27616151.00,
500108,MAHA.TELE   ,B ,Q,20.30,20.30,19.05,19.20,19.20,20.35,3671,735243,14378233.00,
500109,MRPL        ,A ,Q,65.40,69.65,65.35,66.55,66.55,66.50,4777,259242,17424485.00,
500110,CHENNAI PET.,B ,Q,75.10,76.00,72.25,73.10,73.10,75.05,1305,71919,5313191.00,
500111,REL.CAP.    ,A ,Q,455.00,455.20,436.15,439.00,439.00,457.35,21731,628530,279672079.00,
500112,STATE BANK  ,A ,Q,281.55,282.30,277.00,278.35,278.35,281.55,27980,1401237,392165741.00,
500113,STEEL AUTH. ,A ,Q,67.80,69.50,67.75,68.95,68.95,68.10,5231,1022694,70353498.00,
500114,TITAN       ,A ,Q,405.60,407.60,391.00,392.80,392.80,404.45,2706,55110,21929519.00,
500116,IDBI BANK L ,A ,Q,75.60,76.15,73.55,74.85,74.85,74.35,7010,837752,62752261.00,
