SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1406.00,1420.75,1371.10,1375.65,1375.65,1414.85,1422,6861,9520804.00,
500003,AEGIS LOGIS ,B ,Q,425.00,425.50,412.50,414.30,414.30,421.70,1160,5721,2386902.00,
500008,AMAR RAJA BA,A ,Q,870.10,895.10,870.10,876.95,879.00,874.80,1658,17476,15431908.00,
500009,A.SARABHAI  ,B ,Q,4.10,4.10,3.76,3.77,3.76,3.84,48,8389,32978.00,
500010,HDFC        ,A ,Q,1302.00,1319.50,1297.00,1309.25,1309.25,1309.80,10902,233518,305629195.00,
500012,ANDHRA PETRO,B ,Q,11.50,11.50,11.00,11.28,11.28,11.54,143,16668,188319.00,
500013,ANSAL INFRAS,B ,Q,28.90,29.25,28.55,28.90,28.90,28.25,584,57225,1653552.00,
500014,APPLE FINANC,B ,Q,2.30,3.20,2.30,2.68,2.68,2.68,46,7329,20560.00,
500020,BOM DYEING  ,B ,Q,78.00,78.05,75.00,75.55,75.55,77.80,3727,367490,28029352.00,
500023,ASIANHOTNR  ,B ,Q,117.90,117.90,111.70,112.00,111.70,110.40,16,172,19328.00,
500024,ASSAMCO     ,B ,Q,5.19,5.19,4.92,4.96,4.96,5.09,450,272637,1367500.00,
500027,ATUL LTD.   ,A ,Q,1305.25,1315.00,1290.00,1295.65,1295.00,1310.35,194,734,953125.00,
500028,ATV PROJECTS,T ,Q,2.80,3.03,2.80,2.90,2.90,2.90,22,1095,3104.00,
500029,AUTOLITE(I) ,B ,Q,32.00,32.50,31.75,31.75,31.95,32.30,16,1885,60146.00,
500030,AUTORID.FIN ,T ,Q,0.89,0.89,0.89,0.89,0.89,0.86,2,100,89.00,
500031,BAJAJ ELECT.,A ,Q,218.30,218.90,213.85,216.00,216.00,217.75,2162,48205,10420296.00,
