SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1248.00,1248.00,1211.00,1218.05,1218.05,1244.45,1213,7755,9568131.00,
500003,AEGIS LOGIS ,B ,Q,578.20,600.00,575.00,582.90,582.90,571.30,1948,19228,11334478.00,
500008,AMAR RAJA BA,A ,Q,849.20,851.00,820.20,830.85,825.00,852.10,735,5007,4218972.00,
500009,A.SARABHAI  ,B ,Q,3.60,3.94,3.55,3.59,3.58,3.60,66,5672,20824.00,
500010,HDFC        ,A ,Q,1340.00,1385.75,1338.80,1359.60,1359.60,1344.25,22508,561232,769174109.00,
500012,ANDHRA PETRO,B ,Q,9.69,11.66,9.69,11.64,11.64,9.72,739,356963,3886240.00,
500013,ANSAL INFRAS,B ,Q,23.85,24.05,22.95,23.15,23.10,23.30,220,16089,378750.00,
500014,APPLE FINANC,B ,Q,1.95,2.46,1.94,2.21,2.20,2.06,69,12696,29576.00,
500020,BOM DYEING  ,B ,Q,65.90,66.60,63.90,64.50,64.50,65.50,3026,244124,15906114.00,
500023,ASIANHOTNR  ,B ,Q,103.40,103.50,103.00,103.00,103.00,104.00,20,4136,426354.00,
500024,ASSAMCO     ,B ,Q,4.01,4.09,3.99,4.01,4.01,4.02,373,238399,957711.00,
500027,ATUL LTD.   ,A ,Q,1107.05,1122.80,1080.00,1088.65,1092.00,1113.90,245,987,1088939.00,
500028,ATV PROJECTS,T ,Q,2.30,2.40,2.28,2.38,2.38,2.40,52,11380,25993.00,
500029,AUTOLITE(I) ,B ,Q,28.50,30.40,28.50,29.85,29.35,28.70,30,802,23728.00,
500030,AUTORID.FIN ,T ,Q,0.65,0.65,0.65,0.65,0.65,0.68,3,415,269.00,
500031,BAJAJ ELECT.,A ,Q,209.30,213.95,208.55,213.30,213.30,208.45,1165,34574,7347036.00,
500032,BAJAJHIND   ,B ,Q,14.10,14.35,13.75,13.85,13.85,14.15,1166,454577,6397497.00,
500033,FORCE MOTR  ,B ,Q,1377.00,1399.00,1360.00,1361.50,1361.50,1375.50,3326,31099,42771446.00,
500034,BAJFINANCE  ,A ,Q,4030.00,4048.00,3950.00,3971.20,3971.20,3982.05,476,1154,4601696.00,
500038,BALRAM.CHINI,A ,Q,51.00,51.60,50.50,50.65,50.65,51.05,1316,55157,2800952.00,
500039,BANCO PROD. ,B ,Q,107.50,112.10,106.10,106.60,106.60,108.20,281,4764,515792.00,
500040,CENTURY TEXT,A ,Q,564.35,568.75,549.25,558.50,558.50,564.35,5983,112228,62779825.00,
500041,BANNARI AMAN,B ,Q,911.25,934.25,906.00,906.00,906.00,905.00,18,354,321785.00,
500042,BASF INDIA  ,B ,Q,1085.80,1085.80,1032.95,1056.45,1059.90,1076.50,955,4233,4498319.00,
500043,BATA INDIA  ,A ,Q,1157.00,1177.00,1150.00,1164.65,1160.00,1161.75,2091,16889,19690572.00,
500048,BEML LTD    ,A ,Q,1047.90,1069.20,1040.80,1060.05,1063.50,1043.70,3451,33066,34962233.00,
500049,BHARAT ELECT,A ,Q,3155.20,3265.00,3155.20,3243.25,3243.25,3183.55,5650,28565,92502175.00,
500051,BHAG GAS    ,Z ,Q,1.08,1.08,1.08,1.08,1.08,1.13,4,300,324.00,
500052,BHANSALI ENG,B ,Q,21.10,21.95,21.00,21.65,21.95,21.85,47,62934,1324585.00,
500055,BHUSH STEEL ,A ,Q,75.00,75.70,71.00,71.65,71.65,75.20,2903,135635,9790549.00,
500057,ABCIL       ,B ,Q,217.00,220.00,214.90,216.90,216.90,217.10,125,9510,2057768.00,
500058,BIHAR SPONGE,T ,Q,2.50,2.69,2.50,2.69,2.69,2.63,20,458,1146.00,
500059,BINANI IND. ,B ,Q,94.50,95.60,92.10,92.30,92.30,94.00,339,17223,1607556.00,
500060,BIRLA ERIC. ,T ,Q,52.80,54.00,51.00,51.85,51.90,53.35,142,8868,462506.00,
500067,BLUE STAR   ,B ,Q,303.00,307.60,297.30,299.25,301.50,299.75,508,3864,1164294.00,
500068,DISA INDIA  ,B ,Q,5030.00,5050.00,4850.00,4921.00,4850.00,5050.00,73,90,444993.00,
500074,BPL LTD.    ,B ,Q,29.25,32.30,29.00,30.55,30.55,29.65,2603,180869,5530593.00,
500078,CAMPH.& ALL ,B ,Q,242.10,257.80,242.10,250.00,248.50,248.80,139,3191,803044.00,
500083,CENTURY EXT ,B ,Q,1.03,1.39,1.03,1.31,1.35,1.28,30,11767,15690.00,
500084,CESC LTD.   ,A ,Q,604.00,610.00,600.25,602.45,602.45,600.55,2261,26264,15893459.00,
500085,CHAMBAL FERT,B ,Q,66.80,67.90,64.15,66.20,66.20,65.05,1151,49292,3234753.00,
500086,EXIDE IND.  ,A ,Q,180.00,184.40,179.35,183.65,183.65,179.70,2189,103020,18810778.00,
500087,CIPLA LTD.  ,A ,Q,705.00,713.25,697.10,709.90,709.90,701.25,4678,102903,72723627.00,
500089,DIC INDIA   ,B ,Q,340.10,343.40,334.90,339.60,343.40,342.50,243,12904,4372940.00,
500092,CRISIL LTD  ,A ,Q,2017.20,2031.80,2003.85,2023.30,2025.00,2023.05,322,540,1090303.00,
500093,CROMPT.GREAV,A ,Q,165.20,167.25,163.25,164.75,164.75,163.90,5759,1775537,291789114.00,
500096,DABUR (I)   ,A ,Q,268.00,272.10,265.55,266.55,266.55,269.10,3650,70093,18811107.00,
500097,DALMIASUG   ,B ,Q,17.25,17.25,16.65,17.00,17.00,17.10,20,884,15016.00,
