SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1391.65,1406.95,1383.10,1385.80,1385.80,1387.75,1656,10258,14308719.00,
500003,AEGIS LOGIS ,B ,Q,436.00,477.50,436.00,455.70,455.70,436.70,4189,38696,17862680.00,
500008,AMAR RAJA BA,A ,Q,880.15,921.80,880.15,898.75,898.75,878.95,3828,37541,34016215.00,
500009,A.SARABHAI  ,B ,Q,4.30,4.80,4.18,4.18,4.19,4.05,129,20844,92923.00,
500010,HDFC        ,A ,Q,1384.00,1399.80,1355.85,1365.20,1365.20,1364.15,11329,177764,246616585.00,
500012,ANDHRA PETRO,B ,Q,10.75,11.60,10.75,10.93,11.00,10.99,250,64320,724979.00,
500013,ANSAL INFRAS,B ,Q,29.95,29.95,28.15,28.35,28.35,29.10,479,35273,1026229.00,
500014,APPLE FINANC,B ,Q,2.99,2.99,2.50,2.65,2.84,2.69,136,111562,305735.00,
500020,BOM DYEING  ,B ,Q,79.90,83.65,75.85,76.60,76.60,79.20,15704,1437587,115796764.00,
500023,ASIANHOTNR  ,B ,Q,109.30,111.80,107.00,108.20,111.80,111.80,40,980,105658.00,
500024,ASSAMCO     ,B ,Q,4.72,4.80,4.60,4.63,4.63,4.70,429,657341,3107206.00,
500027,ATUL LTD.   ,A ,Q,1310.00,1314.65,1281.15,1282.90,1282.90,1316.65,627,3455,4480737.00,
500028,ATV PROJECTS,T ,Q,2.70,2.90,2.70,2.72,2.72,2.82,32,5503,15225.00,
500029,AUTOLITE(I) ,B ,Q,33.10,33.45,32.55,32.55,32.55,33.30,26,1140,37557.00,
500030,AUTORID.FIN ,T ,Q,0.78,0.78,0.78,0.78,0.78,0.82,2,25,19.00,
500031,BAJAJ ELECT.,A ,Q,221.30,224.55,216.50,218.20,218.20,221.15,1414,43212,9517557.00,
500032,BAJAJHIND   ,B ,Q,18.50,18.70,17.35,17.45,17.45,18.00,2071,548437,9849691.00,
500033,FORCE MOTR  ,B ,Q,1414.75,1424.00,1370.25,1376.00,1376.00,1396.25,6375,100793,141351281.00,
500034,BAJFINANCE  ,A ,Q,4384.05,4390.30,4275.00,4307.05,4307.05,4318.25,1148,3663,15824213.00,
500038,BALRAM.CHINI,A ,Q,59.30,59.30,54.00,58.05,58.05,58.95,788,54617,3202074.00,
500039,BANCO PROD. ,B ,Q,124.10,124.30,116.00,117.60,117.60,124.10,1059,21758,2594805.00,
500040,CENTURY TEXT,A ,Q,557.00,580.60,542.40,546.60,546.60,557.05,10015,211429,119880888.00,
500041,BANNARI AMAN,B ,Q,1149.75,1150.00,1132.50,1132.50,1132.50,1149.75,16,978,1123809.00,
500042,BASF INDIA  ,B ,Q,1170.00,1174.80,1135.00,1149.45,1144.25,1173.00,1069,5545,6423433.00,
500043,BATA INDIA  ,A ,Q,1277.00,1277.00,1227.05,1233.65,1233.65,1261.65,1937,10452,13039187.00,
500048,BEML LTD    ,A ,Q,985.00,1049.00,975.00,1031.05,1031.05,977.30,31567,427762,437193222.00,
500049,BHARAT ELECT,A ,Q,3660.00,3748.00,3634.60,3652.90,3652.90,3638.50,10349,40055,147755982.00,
500051,BHAG GAS    ,Z ,Q,1.44,1.44,1.33,1.33,1.33,1.39,4,50,69.00,
500052,BHANSALI ENG,B ,Q,20.75,21.10,19.55,21.00,21.00,20.25,96,22188,464160.00,
500055,BHUSH STEEL ,A ,Q,100.80,101.70,92.00,92.60,92.60,100.65,6887,305918,29219199.00,
500057,ABCIL       ,B ,Q,238.00,238.00,230.00,232.50,232.50,239.90,274,7325,1717695.00,
500058,BIHAR SPONGE,T ,Q,2.67,2.80,2.67,2.71,2.70,2.81,31,3140,8447.00,
500059,BINANI IND. ,B ,Q,105.60,108.00,103.20,103.80,103.90,106.20,445,15275,1608606.00,
500060,BIRLA ERIC. ,T ,Q,60.40,62.90,60.40,60.85,60.85,61.50,140,29847,1832632.00,
500067,BLUE STAR   ,B ,Q,311.80,329.75,309.15,314.30,314.00,309.25,2193,23409,7472337.00,
500068,DISA INDIA  ,B ,Q,5366.00,5465.00,5310.00,5373.00,5454.00,5491.00,42,40,215335.00,
500069,BNK CAPITAL ,B ,Q,39.50,39.50,38.00,38.95,38.95,37.20,17,2250,87420.00,
500074,BPL LTD.    ,B ,Q,34.50,34.50,31.50,32.00,32.00,34.35,1576,111886,3707699.00,
500078,CAMPH.& ALL ,B ,Q,275.00,297.50,275.00,285.80,285.80,270.30,341,14256,4098294.00,
500083,CENTURY EXT ,B ,Q,1.56,1.65,1.56,1.57,1.57,1.60,22,9487,14849.00,
500084,CESC LTD.   ,A ,Q,614.00,614.15,589.00,591.45,591.45,605.15,4917,75610,45568074.00,
500085,CHAMBAL FERT,B ,Q,64.85,65.90,64.10,64.75,64.75,64.05,1721,104261,6767466.00,
500086,EXIDE IND.  ,A ,Q,181.00,182.60,175.30,176.65,178.00,180.90,5901,190816,34131963.00,
500087,CIPLA LTD.  ,A ,Q,733.95,746.50,721.35,724.70,724.70,730.60,7588,193377,141987546.00,
500089,DIC INDIA   ,B ,Q,340.00,346.00,340.00,344.00,344.00,342.50,59,1356,467023.00,
500092,CRISIL LTD  ,A ,Q,2152.00,2165.00,2115.00,2149.70,2160.00,2151.40,722,2032,4363043.00,
500093,CROMPT.GREAV,A ,Q,182.70,183.90,178.85,180.15,180.15,181.05,7849,477232,86569230.00,
500096,DABUR (I)   ,A ,Q,267.00,269.40,263.00,264.05,264.05,264.55,1670,50842,13494910.00,
500097,DALMIASUG   ,B ,Q,21.00,21.50,20.25,20.45,20.25,21.00,20,2706,55926.00,
500101,ARVIND Ltd  ,A ,Q,322.75,324.85,305.05,308.70,308.70,320.05,8151,338215,107152917.00,
500102,BALARPUR IND,B ,Q,15.15,15.37,14.80,14.86,14.86,15.04,976,288380,4334573.00,
500103,BHEL        ,A ,Q,274.10,278.20,268.00,270.15,270.15,273.95,7555,332496,90762035.00,
500104,HIND.PETRO  ,A ,Q,657.00,669.70,632.40,638.35,638.35,656.85,9487,158325,103920143.00,
500106,IFCI LTD    ,A ,Q,39.50,39.85,37.05,37.30,37.30,39.00,4251,1081673,41349378.00,
500108,MAHA.TELE   ,B ,Q,27.55,27.70,26.55,26.65,26.65,27.10,2354,412719,11199265.00,
500109,MRPL        ,A ,Q,64.20,65.35,64.20,64.85,64.85,63.55,3623,192946,12527756.00,
500110,CHENNAI PET.,B ,Q,78.40,78.40,75.10,75.75,75.75,77.55,1107,60836,4670544.00,
500111,REL.CAP.    ,A ,Q,482.90,487.00,460.60,465.15,465.15,477.85,25872,804358,382196364.00,
500112,STATE BANK  ,A ,Q,313.20,315.80,292.20,294.20,294.20,302.75,86359,4888643,1480200448.00,
500113,STEEL AUTH. ,A ,Q,70.20,70.40,67.50,67.90,67.90,69.65,3813,507541,35011675.00,
500114,TITAN       ,A ,Q,419.70,421.50,409.25,410.85,410.85,415.65,4166,84489,35007908.00,
500116,IDBI BANK L ,A ,Q,83.50,84.15,77.35,78.05,78.05,81.95,16971,2146589,173904873.00,
500117,DCW LTD.    ,B ,Q,18.30,18.45,17.50,17.65,17.65,18.30,561,100663,1814958.00,
500119,DHAMPUR SUGA,B ,Q,39.50,40.00,39.30,39.35,39.35,39.35,253,16362,647163.00,
500120,DIAMINES&CHM,B ,Q,30.50,33.00,29.05,30.05,30.05,29.20,47,970,29836.00,
500123,ELANTAS     ,B ,Q,1175.00,1200.00,1141.00,1156.75,1141.00,1159.00,774,6469,7555981.00,
500124,DR.REDDY'S  ,A ,Q,3410.25,3464.00,3370.00,3389.15,3389.15,3410.25,3462,17445,59738318.00,
500125,E.I.D.PAR   ,A ,Q,180.30,181.00,176.10,176.45,176.10,179.65,7003,109940,19520439.00,
500126,MERCK LTD   ,B ,Q,842.00,878.00,835.00,850.50,850.50,838.25,1909,12726,10887208.00,
500128,ELEC.CASTING,B ,Q,19.75,19.95,19.05,19.25,19.25,19.00,5234,676414,13221068.00,
500132,EMPEE SUGARS,B ,Q,3.57,3.57,3.28,3.29,3.29,3.39,16,1166,3832.00,
500133,ESAB INDIA  ,B ,Q,725.00,746.00,716.00,729.75,729.75,723.00,198,1185,865056.00,
500134,ESSAR OIL   ,A ,Q,108.70,110.05,108.45,109.20,109.20,108.70,911,38861,4243884.00,
500135,ESSEL PROP  ,B ,Q,119.70,120.20,115.20,117.80,117.80,120.00,592,80965,9638502.00,
500136,ESTER INDUS.,B ,Q,18.00,18.55,17.55,18.25,18.35,17.50,222,38806,709511.00,
500139,FEDDER.LLYOD,B ,Q,72.00,72.00,67.85,68.05,68.05,71.35,498,24360,1701634.00,
500141,FERRO ALLOYS,B ,Q,5.11,5.45,5.11,5.30,5.33,5.16,156,80265,422267.00,
500142,FGP LTD.    ,B ,Q,2.20,2.41,2.20,2.41,2.41,2.30,7,284,647.00,
500144,FINOL. CABLE,A ,Q,281.20,283.00,269.40,272.85,273.50,278.90,4034,88667,24526519.00,
500147,CMI FPE     ,B ,Q,401.20,439.00,401.20,409.40,410.00,412.10,78,709,293244.00,
500148,UFLEX LTD   ,B ,Q,138.00,141.90,137.55,138.10,138.10,137.15,982,30797,4293094.00,
