SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1360.00,1392.00,1360.00,1374.25,1380.00,1359.50,2452,15572,21425340.00,
500003,AEGIS LOGIS ,B ,Q,430.00,442.50,428.00,430.60,430.60,427.40,705,3882,1684560.00,
500008,AMAR RAJA BA,A ,Q,860.00,896.10,850.00,885.15,885.15,857.60,3521,36335,32040420.00,
500009,A.SARABHAI  ,B ,Q,3.91,4.20,3.90,3.96,3.96,4.13,40,6079,24511.00,
500010,HDFC        ,A ,Q,1259.00,1275.00,1245.00,1268.50,1268.50,1254.30,7257,193431,243686668.00,
500012,ANDHRA PETRO,B ,Q,10.99,11.50,10.64,10.74,10.74,10.61,262,31931,352602.00,
500013,ANSAL INFRAS,B ,Q,29.00,31.45,29.00,29.90,29.90,28.65,2723,213736,6481069.00,
500014,APPLE FINANC,B ,Q,2.50,2.80,2.45,2.54,2.55,2.45,30,7496,18913.00,
500020,BOM DYEING  ,B ,Q,82.20,82.85,78.10,79.15,79.15,81.80,8076,567638,45788112.00,
500023,ASIANHOTNR  ,B ,Q,113.45,118.35,110.00,114.20,118.35,115.05,102,945,106971.00,
500024,ASSAMCO     ,B ,Q,4.23,4.79,4.23,4.55,4.55,4.47,856,304894,1405113.00,
500027,ATUL LTD.   ,A ,Q,1290.05,1320.00,1285.00,1294.00,1294.00,1293.40,367,1015,1321588.00,
500028,ATV PROJECTS,T ,Q,3.00,3.00,2.85,3.00,3.00,3.00,32,3459,10144.00,
500029,AUTOLITE(I) ,B ,Q,34.20,36.00,34.15,35.65,36.00,35.20,24,1750,61920.00,
500030,AUTORID.FIN ,B ,Q,0.62,0.63,0.62,0.63,0.63,0.65,6,211,131.00,
500031,BAJAJ ELECT.,A ,Q,219.90,233.90,215.65,224.60,224.60,221.90,12906,280213,63064942.00,
500032,BAJAJHIND.LT,B ,Q,17.50,17.85,17.45,17.50,17.50,17.45,1561,326631,5761780.00,
500033,FORCE MOTR  ,B ,Q,1315.75,1334.90,1300.00,1309.60,1309.60,1307.55,10748,125820,165660518.00,
500034,BAJFINANCE  ,A ,Q,4150.00,4205.00,4110.00,4184.85,4184.85,4122.55,1000,2451,10222352.00,
500038,BALRAM.CHINI,A ,Q,59.00,59.00,57.40,57.75,57.75,58.50,589,37947,2211445.00,
500039,BANCO PROD. ,B ,Q,135.00,138.00,135.00,136.65,138.00,134.45,403,14848,2025825.00,
500040,CENTURY TEXT,A ,Q,516.00,524.40,513.00,519.30,519.30,514.40,3917,76702,39856702.00,
500041,BANNARI AMAN,B ,Q,1189.95,1195.00,1166.00,1193.95,1193.95,1180.70,12,106,126516.00,
500042,BASF INDIA  ,B ,Q,1219.90,1228.20,1191.00,1193.60,1193.60,1216.85,786,4292,5155126.00,
500043,BATA INDIA  ,A ,Q,1262.40,1272.00,1253.50,1257.75,1257.75,1255.20,1852,54003,68156104.00,
500048,BEML LTD    ,A ,Q,940.00,948.50,900.00,925.15,925.15,936.40,11409,162013,151077012.00,
500049,BHARAT ELECT,A ,Q,3717.00,3734.90,3610.00,3625.25,3625.25,3684.45,6927,27107,99410057.00,
500051,BHAG GAS    ,Z ,Q,1.41,1.41,1.41,1.41,1.41,1.36,2,50,70.00,
500052,BHANSALI ENG,B ,Q,17.50,19.50,17.50,19.00,19.00,17.90,39,11521,216313.00,
500055,BHUSH STEEL ,A ,Q,91.30,92.85,88.25,88.75,88.75,90.10,1653,65587,5929466.00,
500057,ABCIL       ,B ,Q,233.05,235.15,229.55,231.55,231.55,232.85,1102,76254,17698206.00,
500058,BIHAR SPONGE,T ,Q,2.80,2.85,2.65,2.65,2.65,2.75,26,3171,8542.00,
500059,BINANI IND. ,B ,Q,107.10,108.00,105.00,106.70,106.70,105.75,836,21453,2290512.00,
