SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1383.35,1386.05,1350.10,1363.10,1363.10,1383.35,1475,8684,11904256.00,
500003,AEGIS LOGIS ,B ,Q,675.00,753.00,675.00,708.75,708.75,670.25,10258,104857,75714453.00,
500008,AMAR RAJA BA,A ,Q,850.00,885.00,850.00,877.70,883.00,850.90,1760,19597,17093771.00,
500009,A.SARABHAI  ,B ,Q,5.45,5.72,5.05,5.17,5.39,5.32,120,21688,115000.00,
500010,HDFC        ,A ,Q,1319.90,1319.90,1288.00,1304.85,1304.85,1299.15,6440,54600,70997871.00,
500012,ANDHRA PETRO,B ,Q,12.25,12.50,12.00,12.33,12.33,12.27,205,47480,583312.00,
500013,ANSAL INFRAS,B ,Q,26.50,26.50,25.90,26.05,26.00,26.00,187,21459,559333.00,
500014,APPLE FINANC,B ,Q,2.20,2.36,2.20,2.34,2.35,2.25,24,7108,16467.00,
500020,BOM DYEING  ,B ,Q,71.50,73.75,69.90,71.55,71.55,70.95,5788,555637,39963311.00,
500023,ASIANHOTNR  ,B ,Q,108.00,109.00,103.30,109.00,109.00,107.00,28,151,16078.00,
500024,ASSAMCO     ,B ,Q,4.27,4.70,4.27,4.56,4.56,4.32,821,556134,2535201.00,
500027,ATUL LTD.   ,A ,Q,1128.00,1210.00,1113.15,1170.45,1170.45,1112.60,2739,30927,36197832.00,
500028,ATV PROJECTS,T ,Q,2.61,2.61,2.61,2.61,2.61,2.49,16,2900,7569.00,
500029,AUTOLITE(I) ,B ,Q,38.25,39.00,37.00,38.55,39.00,38.25,35,3043,116898.00,
500030,AUTORID.FIN ,T ,Q,0.56,0.56,0.56,0.56,0.56,0.57,5,390,218.00,
500031,BAJAJ ELECT.,A ,Q,243.30,252.00,243.30,245.50,245.50,241.65,3661,100815,24960680.00,
500032,BAJAJHIND   ,B ,Q,17.05,17.15,16.50,16.80,16.80,17.13,1521,267913,4492407.00,
500033,FORCE MOTR  ,B ,Q,1600.50,1622.00,1563.00,1575.75,1575.75,1595.25,6392,71989,114155805.00,
500034,BAJFINANCE  ,A ,Q,4480.00,4693.70,4380.00,4506.85,4503.00,4483.25,1886,4418,19954169.00,
500038,BALRAM.CHINI,A ,Q,53.90,54.15,51.70,52.50,52.50,53.90,1754,72804,3839865.00,
500039,BANCO PROD. ,B ,Q,117.90,124.00,117.20,118.20,117.20,116.90,1028,31146,3740419.00,
500040,CENTURY TEXT,A ,Q,712.50,713.00,692.00,697.35,697.35,707.55,9335,220352,154414495.00,
500041,BANNARI AMAN,B ,Q,900.00,920.00,875.00,875.25,875.00,887.25,53,163,146105.00,
500042,BASF INDIA  ,B ,Q,1110.00,1161.00,1097.70,1142.30,1155.00,1083.70,2629,10465,11802775.00,
500043,BATA INDIA  ,A ,Q,1135.00,1165.00,1130.95,1158.15,1158.15,1129.50,2355,19391,22388944.00,
500048,BEML LTD    ,A ,Q,1168.00,1200.00,1156.05,1165.20,1165.20,1159.35,9545,103009,121488551.00,
500049,BHARAT ELECT,A ,Q,3720.00,3753.50,3643.05,3694.05,3694.05,3678.35,5667,27074,100272619.00,
500052,BHANSALI ENG,B ,Q,21.40,21.40,21.35,21.35,21.35,21.75,4,300,6410.00,
500055,BHUSH STEEL ,A ,Q,72.90,75.50,72.05,73.15,73.15,70.60,13379,752700,55720314.00,
500057,ABCIL       ,B ,Q,227.80,227.80,226.90,226.90,226.90,228.60,42,3892,884996.00,
500058,BIHAR SPONGE,T ,Q,2.43,2.65,2.43,2.56,2.60,2.54,55,9018,23432.00,
500059,BINANI IND. ,B ,Q,99.90,101.00,98.45,99.90,99.90,98.95,382,12057,1203372.00,
500060,BIRLA ERIC. ,T ,Q,56.20,57.00,56.00,56.60,57.00,56.70,91,2410,135822.00,
500067,BLUE STAR   ,B ,Q,323.75,336.20,319.00,321.25,321.25,322.40,2151,23540,7775331.00,
500068,DISA INDIA  ,B ,Q,4950.00,5000.00,4856.00,4976.00,5000.00,4987.00,23,18,89068.00,
500069,BNK CAPITAL ,B ,Q,39.90,40.00,38.20,39.80,39.80,37.10,18,2092,83070.00,
500074,BPL LTD.    ,B ,Q,33.75,35.10,33.10,34.85,34.85,33.75,4999,110386,3789962.00,
500078,CAMPH.& ALL ,B ,Q,285.00,285.00,275.00,276.10,275.80,274.20,104,3084,852714.00,
500083,CENTURY EXT ,B ,Q,1.40,1.50,1.40,1.49,1.50,1.50,20,1510,2155.00,
500084,CESC LTD.   ,A ,Q,616.30,617.15,601.15,603.45,604.00,615.90,2231,25033,15174055.00,
500085,CHAMBAL FERT,B ,Q,75.25,75.30,71.90,72.75,72.95,74.40,2274,138565,10201232.00,
500086,EXIDE IND.  ,A ,Q,185.00,189.85,182.85,189.10,189.10,184.45,4295,250988,47035274.00,
500087,CIPLA LTD.  ,A ,Q,739.00,742.00,715.00,719.15,719.15,736.40,7958,184922,133834899.00,
500089,DIC INDIA   ,B ,Q,389.00,396.30,355.50,377.80,381.80,388.50,91,662,255789.00,
500092,CRISIL LTD  ,A ,Q,2132.60,2200.00,2108.00,2176.70,2176.70,2113.25,1021,3690,7956160.00,
500093,CROMPT.GREAV,A ,Q,178.35,179.35,174.15,175.45,175.45,175.45,6992,516974,91143713.00,
500096,DABUR (I)   ,A ,Q,285.50,285.50,278.30,279.10,279.10,284.60,3004,133111,37300713.00,
