SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1260.00,1387.70,1250.00,1361.35,1361.35,1267.65,13577,84822,112947152.00,
500003,AEGIS LOGIS ,B ,Q,416.00,429.75,405.00,410.50,410.50,416.60,396,3144,1314388.00,
500008,AMAR RAJA BA,A ,Q,864.00,864.15,828.20,837.05,837.05,864.65,2369,23117,19495503.00,
500009,A.SARABHAI  ,B ,Q,4.07,4.07,3.90,4.00,4.00,4.07,55,8034,31725.00,
500010,HDFC        ,A ,Q,1260.00,1293.60,1232.70,1244.80,1244.80,1270.85,9174,111368,140155290.00,
500012,ANDHRA PETRO,B ,Q,12.00,12.24,11.00,11.79,11.79,12.01,229,66493,783613.00,
500013,ANSAL INFRAS,B ,Q,25.60,26.40,24.80,25.55,25.80,25.25,632,177612,4610072.00,
500014,APPLE FINANC,B ,Q,2.40,2.51,2.40,2.45,2.45,2.47,37,13005,32342.00,
500020,BOM DYEING  ,B ,Q,72.70,76.70,72.25,74.95,74.95,73.95,6430,489394,36580374.00,
500023,ASIANHOTNR  ,B ,Q,116.75,128.90,116.75,123.95,125.00,117.80,24,26,3206.00,
500024,ASSAMCO     ,B ,Q,4.47,4.68,4.43,4.55,4.52,4.52,330,131258,597189.00,
500027,ATUL LTD.   ,A ,Q,1277.30,1305.00,1277.30,1301.85,1301.85,1290.20,276,2875,3733637.00,
500028,ATV PROJECTS,T ,Q,3.00,3.10,3.00,3.00,3.00,3.15,30,3100,9320.00,
500029,AUTOLITE(I) ,B ,Q,34.50,36.90,34.50,35.80,36.90,35.30,36,4016,141946.00,
500030,AUTORID.FIN ,B ,Q,0.64,0.64,0.64,0.64,0.64,0.64,3,700,448.00,
500031,BAJAJ ELECT.,A ,Q,212.90,220.75,211.50,214.70,214.70,213.95,1930,35682,7686134.00,
500032,BAJAJHIND.LT,B ,Q,17.10,17.70,17.00,17.15,17.15,17.00,1587,344704,5948744.00,
500033,FORCE MOTR  ,B ,Q,1239.00,1309.80,1238.80,1268.45,1268.45,1227.95,15147,192579,245896166.00,
500034,BAJFINANCE  ,A ,Q,3978.00,4042.50,3965.90,4001.25,4001.25,4005.95,627,2519,10094142.00,
500038,BALRAM.CHINI,A ,Q,56.50,57.20,55.50,56.20,56.20,56.20,723,29030,1636779.00,
500039,BANCO PROD. ,B ,Q,128.10,134.50,128.10,130.25,130.25,129.75,356,6842,897157.00,
500040,CENTURY TEXT,A ,Q,493.50,505.05,475.25,485.85,485.85,494.40,7667,174766,85774744.00,
500041,BANNARI AMAN,B ,Q,1196.85,1200.00,1180.00,1196.85,1200.00,1155.30,12,29,34679.00,
500042,BASF INDIA  ,B ,Q,1200.65,1220.30,1193.15,1203.10,1203.10,1200.45,1022,5976,7211226.00,
500043,BATA INDIA  ,A ,Q,1321.75,1342.00,1300.10,1324.75,1329.00,1329.90,1455,10904,14397837.00,
500048,BEML LTD    ,A ,Q,846.00,890.55,841.00,866.50,866.50,855.95,7238,82467,71561783.00,
500049,BHARAT ELECT,A ,Q,3313.75,3410.00,3263.70,3348.95,3348.95,3313.55,4414,18657,62592571.00,
500051,BHAG GAS    ,Z ,Q,1.42,1.42,1.42,1.42,1.42,1.36,2,50,71.00,
500052,BHANSALI ENG,B ,Q,17.40,17.40,17.40,17.40,17.40,17.80,2,42,730.00,
500055,BHUSH STEEL ,A ,Q,93.00,94.50,87.80,89.00,89.00,93.00,3431,108991,9960171.00,
500057,ABCIL       ,B ,Q,221.60,224.95,216.00,219.70,219.70,224.00,143,1323,292046.00,
500058,BIHAR SPONGE,T ,Q,2.73,2.89,2.73,2.89,2.89,2.84,4,105,287.00,
500059,BINANI IND. ,B ,Q,99.30,103.75,99.30,102.15,102.15,101.05,717,19680,2009528.00,
500060,BIRLA ERIC. ,T ,Q,63.50,65.40,60.50,62.45,62.45,63.45,121,9177,580471.00,
500067,BLUE STAR   ,B ,Q,310.00,323.10,308.00,321.05,321.20,313.65,411,3815,1218137.00,
500068,DISA INDIA  ,B ,Q,4300.00,4398.55,4280.00,4310.95,4398.55,4309.00,19,31,133127.00,
500069,BNK CAPITAL ,B ,Q,42.00,42.50,38.50,40.35,41.00,42.05,40,4520,184551.00,
500074,BPL LTD.    ,B ,Q,31.20,33.15,29.75,30.90,30.90,30.90,2134,134732,4256780.00,
