SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1270.75,1280.00,1258.00,1261.30,1260.05,1261.55,560,3425,4344870.00,
500003,AEGIS LOGIS ,B ,Q,437.85,448.05,426.40,445.40,445.40,426.00,1368,21016,9175935.00,XD
500008,AMAR RAJA BA,A ,Q,894.45,918.00,889.00,910.45,910.45,889.85,5320,55214,50058454.00,
500009,A.SARABHAI  ,B ,Q,4.04,4.54,4.04,4.06,4.08,4.10,25,1110,4571.00,
500010,HDFC        ,A ,Q,1270.00,1271.00,1227.80,1232.40,1232.40,1270.30,6728,130094,162304672.00,
500012,ANDHRA PETRO,B ,Q,12.80,13.60,12.62,12.90,12.62,12.99,183,24655,323485.00,
500013,ANSAL INFRAS,B ,Q,28.60,28.60,26.75,27.30,26.75,28.20,400,39907,1095035.00,
500014,APPLE FINANC,B ,Q,2.88,2.88,2.38,2.45,2.45,2.45,37,5361,13134.00,
500020,BOM DYEING  ,B ,Q,85.40,85.40,82.20,83.10,83.10,85.20,7659,694360,57976233.00,
500023,ASIANHOTNR  ,B ,Q,125.00,129.45,123.60,126.00,126.00,129.00,14,62,7785.00,
500024,ASSAMCO     ,B ,Q,5.00,5.00,4.81,4.84,4.84,4.93,377,210641,1027974.00,
500027,ATUL LTD.   ,A ,Q,1320.10,1330.00,1296.20,1326.10,1325.00,1324.25,447,2826,3717019.00,
500028,ATV PROJECTS,T ,Q,3.08,3.25,3.08,3.09,3.08,3.15,30,4852,15089.00,
500029,AUTOLITE(I) ,B ,Q,37.00,40.90,36.30,36.35,36.35,37.65,48,2702,99505.00,
500030,AUTORID.FIN ,B ,Q,0.73,0.73,0.73,0.73,0.73,0.70,11,12700,9271.00,
500031,BAJAJ ELECT.,A ,Q,227.30,232.40,224.40,225.90,225.90,227.45,2834,55436,12686041.00,
500032,BAJAJHIND.LT,B ,Q,19.35,19.40,18.80,18.90,18.90,19.20,977,331291,6320652.00,
500033,FORCE MOTR  ,B ,Q,1149.10,1174.90,1131.30,1136.60,1136.60,1142.75,4603,53752,61900073.00,
500034,BAJFINANCE  ,A ,Q,4171.60,4249.00,4123.00,4177.95,4177.95,4153.65,1134,3930,16452287.00,
500038,BALRAM.CHINI,A ,Q,61.90,62.15,60.25,60.70,60.70,61.55,514,36437,2235295.00,
500039,BANCO PROD. ,B ,Q,140.50,141.00,133.50,134.25,134.25,139.10,433,10669,1474425.00,
500040,CENTURY TEXT,A ,Q,580.00,582.45,551.50,557.00,557.00,577.35,5824,125023,70197341.00,
500041,BANNARI AMAN,B ,Q,1140.50,1195.00,1140.50,1195.00,1195.00,1171.00,38,137,156749.00,
500042,BASF INDIA  ,B ,Q,1244.65,1244.65,1212.85,1231.95,1231.95,1228.40,914,4769,5885020.00,
500043,BATA INDIA  ,A ,Q,1387.00,1403.50,1362.25,1374.15,1366.00,1389.65,2300,10169,14062535.00,
500048,BEML LTD    ,A ,Q,929.00,954.85,920.00,935.25,935.25,924.20,12672,182081,170449257.00,
500049,BHARAT ELECT,A ,Q,3450.00,3619.90,3345.70,3599.90,3599.90,3421.85,14808,76741,271350049.00,
500052,BHANSALI ENG,B ,Q,20.40,21.40,19.00,19.35,19.35,19.45,105,10196,203714.00,
500055,BHUSH STEEL ,A ,Q,84.20,85.10,83.35,84.05,84.05,84.00,522,17403,1462705.00,
500057,ABCIL       ,B ,Q,232.75,232.75,224.00,224.45,224.00,227.20,308,4526,1019590.00,
500058,BIHAR SPONGE,T ,Q,2.81,3.04,2.81,3.04,3.04,2.90,36,7963,23757.00,
500059,BINANI IND. ,B ,Q,115.25,115.95,112.60,113.20,113.20,115.40,557,12057,1369189.00,
500060,BIRLA ERIC. ,T ,Q,70.00,72.00,69.00,69.25,69.00,70.30,97,10555,732782.00,
500067,BLUE STAR   ,B ,Q,335.55,346.25,330.10,343.75,343.75,335.35,1026,9420,3197485.00,
500068,DISA INDIA  ,B ,Q,4300.05,4300.05,4270.00,4292.00,4292.00,4300.00,28,78,334532.00,
500069,BNK CAPITAL ,B ,Q,41.70,44.00,41.70,42.60,42.60,45.60,26,560,23627.00,
500074,BPL LTD.    ,B ,Q,35.00,35.10,33.20,33.60,33.60,33.90,651,58751,1997881.00,
500078,CAMPH.& ALL ,B ,Q,306.00,323.00,305.20,306.90,306.70,309.70,76,1913,588209.00,
500083,CENTURY EXT ,B ,Q,1.65,1.78,1.65,1.72,1.72,1.78,39,19661,33710.00,
500084,CESC LTD.   ,A ,Q,735.00,735.00,710.20,714.15,714.15,734.70,1555,14154,10175950.00,
500085,CHAMBAL FERT,B ,Q,61.40,61.90,60.85,61.00,61.00,60.90,607,42976,2634833.00,
500086,EXIDE IND.  ,A ,Q,196.00,206.50,195.30,197.55,197.55,195.10,12243,1324295,265368846.00,
500087,CIPLA LTD.  ,A ,Q,695.50,700.00,673.35,678.05,678.05,695.60,5199,178356,123001053.00,
500089,DIC INDIA   ,B ,Q,385.00,390.40,382.95,388.05,388.00,388.15,214,600,232359.00,
500092,CRISIL LTD  ,A ,Q,2095.00,2139.95,2092.75,2124.40,2131.00,2089.85,368,837,1766440.00,
