SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1325.65,1339.00,1301.00,1318.40,1318.40,1330.15,780,5456,7180401.00,
500003,AEGIS LOGIS ,B ,Q,688.00,694.75,635.25,645.50,645.75,685.50,2216,15113,9871894.00,
500008,AMAR RAJA BA,A ,Q,821.50,823.85,784.05,792.15,784.05,816.60,1678,14853,11844839.00,
500009,A.SARABHAI  ,B ,Q,4.78,5.00,4.59,4.61,4.60,5.10,110,15168,71067.00,
500010,HDFC        ,A ,Q,1247.50,1253.05,1196.95,1211.85,1211.85,1244.75,13139,341775,417605140.00,
500012,ANDHRA PETRO,B ,Q,13.31,13.36,12.70,12.71,12.71,13.39,190,24806,320503.00,
500013,ANSAL INFRAS,B ,Q,23.60,23.60,21.80,22.00,21.80,23.55,313,24414,549412.00,
500014,APPLE FINANC,B ,Q,2.03,2.18,2.01,2.05,2.10,2.23,32,4575,9392.00,
500020,BOM DYEING  ,B ,Q,66.00,66.00,62.80,63.25,63.25,65.55,2640,212727,13592526.00,
500023,ASIANHOTNR  ,B ,Q,100.10,100.60,98.50,99.60,98.50,101.60,15,130,13059.00,
500024,ASSAMCO     ,B ,Q,4.12,4.25,4.02,4.07,4.07,4.14,247,168005,686278.00,
500027,ATUL LTD.   ,A ,Q,1245.75,1245.75,1156.00,1194.95,1170.00,1249.55,656,4144,4974797.00,
500028,ATV PROJECTS,T ,Q,3.34,3.34,3.34,3.34,3.34,3.51,4,1250,4175.00,
500029,AUTOLITE(I) ,B ,Q,38.60,38.70,35.30,35.60,37.85,38.60,67,5353,191642.00,
500030,AUTORID.FIN ,T ,Q,0.73,0.73,0.73,0.73,0.73,0.70,8,2445,1784.00,
500031,BAJAJ ELECT.,A ,Q,235.60,235.60,226.80,229.95,229.95,235.20,2125,50914,11632899.00,
500032,BAJAJHIND   ,B ,Q,16.10,17.10,15.66,16.47,16.47,16.12,2974,599635,9873721.00,
500033,FORCE MOTR  ,B ,Q,1607.00,1615.00,1513.25,1521.50,1521.50,1596.50,8664,88703,137136382.00,
500034,BAJFINANCE  ,A ,Q,4103.00,4160.00,3975.05,3992.40,3992.40,4135.40,703,2013,8084808.00,
500038,BALRAM.CHINI,A ,Q,47.50,47.85,46.40,46.70,46.70,47.35,1758,187659,8835020.00,
