SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1355.50,1375.95,1340.00,1353.55,1353.55,1363.10,1857,7404,10009727.00,
500003,AEGIS LOGIS ,B ,Q,709.50,739.00,702.25,731.25,731.25,708.75,5338,50494,36545815.00,
500008,AMAR RAJA BA,A ,Q,897.70,897.70,860.95,868.00,868.00,877.70,1532,15968,14102648.00,
500009,A.SARABHAI  ,B ,Q,4.71,5.49,4.71,5.39,5.39,5.17,136,20530,106956.00,
500010,HDFC        ,A ,Q,1300.00,1309.40,1283.55,1290.30,1290.30,1304.85,5617,52540,67831911.00,
500012,ANDHRA PETRO,B ,Q,12.74,12.75,12.02,12.19,12.45,12.33,233,112264,1369531.00,
500013,ANSAL INFRAS,B ,Q,26.20,27.35,26.20,27.15,27.15,26.05,957,83500,2237642.00,
500014,APPLE FINANC,B ,Q,2.16,2.20,2.13,2.14,2.14,2.34,34,4191,9053.00,
500020,BOM DYEING  ,B ,Q,72.00,73.75,71.15,72.35,72.35,71.55,4718,473892,34441620.00,
500023,ASIANHOTNR  ,B ,Q,109.00,109.00,105.90,106.30,106.30,109.00,32,2452,263870.00,
500024,ASSAMCO     ,B ,Q,4.66,4.83,4.43,4.67,4.67,4.56,802,413019,1934484.00,
500027,ATUL LTD.   ,A ,Q,1170.00,1177.50,1148.00,1166.95,1166.95,1170.45,555,3567,4154484.00,
500028,ATV PROJECTS,T ,Q,2.74,2.74,2.74,2.74,2.74,2.61,52,3049,8354.00,
500029,AUTOLITE(I) ,B ,Q,37.55,40.95,37.55,39.00,39.00,38.55,76,7623,294846.00,
500031,BAJAJ ELECT.,A ,Q,246.20,246.20,241.45,242.50,242.95,245.50,2226,51346,12483030.00,
500032,BAJAJHIND   ,B ,Q,16.75,17.30,16.51,16.93,16.88,16.80,1657,319568,5392558.00,
500033,FORCE MOTR  ,B ,Q,1577.75,1608.00,1556.00,1578.50,1578.50,1575.75,6959,81727,129287659.00,
500034,BAJFINANCE  ,A ,Q,4520.55,4596.85,4511.65,4532.30,4540.00,4506.85,1341,3031,13780733.00,
500038,BALRAM.CHINI,A ,Q,52.25,52.90,50.95,51.10,51.10,52.50,2525,73523,3777052.00,
