SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1370.40,1376.40,1328.00,1333.85,1333.85,1360.30,821,5926,7984395.00,
500003,AEGIS LOGIS ,B ,Q,687.75,705.50,686.50,690.25,690.25,685.75,321,3558,2478017.00,
500008,AMAR RAJA BA,A ,Q,823.00,826.00,801.00,808.00,808.00,816.20,656,12027,9769015.00,
500009,A.SARABHAI  ,B ,Q,4.99,4.99,4.55,4.62,4.55,4.59,12,7041,32555.00,
500010,HDFC        ,A ,Q,1188.05,1230.00,1188.05,1222.85,1222.85,1185.35,4490,101949,124278126.00,
500012,ANDHRA PETRO,B ,Q,12.99,13.00,12.70,12.89,12.90,12.78,46,12816,164603.00,
500013,ANSAL INFRAS,B ,Q,22.90,23.25,22.65,22.85,23.00,22.60,121,26742,611281.00,
500014,APPLE FINANC,B ,Q,1.60,1.70,1.54,1.66,1.70,1.67,29,11323,18021.00,
500020,BOM DYEING  ,B ,Q,66.15,67.75,65.65,66.10,66.10,65.65,1147,185665,12370202.00,
500023,ASIANHOTNR  ,B ,Q,97.00,113.00,97.00,110.40,110.90,95.80,96,9665,985073.00,
500024,ASSAMCO     ,B ,Q,3.99,4.08,3.93,3.97,3.97,3.97,99,106794,424826.00,
500027,ATUL LTD.   ,A ,Q,1199.00,1205.30,1175.00,1187.30,1187.30,1174.50,452,4574,5440204.00,
500028,ATV PROJECTS,T ,Q,3.07,3.35,3.05,3.27,3.35,3.21,24,4242,13335.00,
500029,AUTOLITE(I) ,B ,Q,33.80,36.00,33.80,35.45,35.45,35.65,22,2256,78358.00,
500030,AUTORID.FIN ,T ,Q,0.72,0.72,0.72,0.72,0.72,0.75,2,300,216.00,
500031,BAJAJ ELECT.,A ,Q,237.00,238.80,234.05,236.75,236.75,235.70,663,25162,5949547.00,
500032,BAJAJHIND   ,B ,Q,15.50,15.85,15.25,15.55,15.55,15.30,484,200651,3127348.00,
500033,FORCE MOTR  ,B ,Q,1599.00,1637.50,1587.00,1599.00,1599.00,1586.25,5301,104577,168608274.00,
500034,BAJFINANCE  ,A ,Q,4331.00,4435.10,4330.00,4351.80,4335.00,4340.95,289,979,4282248.00,
500038,BALRAM.CHINI,A ,Q,41.75,43.60,41.70,42.60,42.60,41.75,576,76199,3260081.00,
500039,BANCO PROD. ,B ,Q,128.50,128.50,124.00,125.80,126.00,124.20,88,3536,447923.00,
500040,CENTURY TEXT,A ,Q,649.00,658.50,639.55,653.50,653.50,637.80,6934,278339,181048703.00,
500041,BANNARI AMAN,B ,Q,875.00,875.00,870.00,870.00,870.00,870.00,2,7,6115.00,
500042,BASF INDIA  ,B ,Q,1013.95,1045.00,1005.00,1038.05,1038.05,1013.95,593,4770,4918743.00,
500043,BATA INDIA  ,A ,Q,1051.45,1059.90,1037.30,1048.35,1048.35,1046.20,837,56327,59136940.00,
500046,BEST&CROMPT.,Z ,Q,4.00,4.00,3.90,3.98,4.00,4.00,5,3300,13195.00,
500048,BEML LTD    ,A ,Q,889.40,919.00,887.00,905.00,905.00,879.80,2952,56060,50611237.00,
