SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1342.55,1372.00,1308.00,1330.15,1330.15,1362.40,2015,8591,11426561.00,
500003,AEGIS LOGIS ,B ,Q,703.50,711.75,675.25,685.50,685.50,701.00,1994,15879,11034541.00,
500008,AMAR RAJA BA,A ,Q,831.00,831.00,811.00,816.60,816.60,829.00,775,5922,4860118.00,
500009,A.SARABHAI  ,B ,Q,5.10,5.39,4.90,5.10,5.09,4.95,80,19601,100047.00,
500010,HDFC        ,A ,Q,1276.05,1276.05,1235.00,1244.75,1244.75,1276.00,9007,434696,543179487.00,
500012,ANDHRA PETRO,B ,Q,13.50,13.55,13.15,13.39,13.39,13.45,292,59595,798287.00,
500013,ANSAL INFRAS,B ,Q,24.05,24.10,23.40,23.55,23.40,24.20,186,18839,446723.00,
500014,APPLE FINANC,B ,Q,2.05,2.29,2.00,2.23,2.29,2.10,61,10200,21541.00,
500020,BOM DYEING  ,B ,Q,68.60,68.95,65.25,65.55,65.55,68.30,2382,279765,18735926.00,
500023,ASIANHOTNR  ,B ,Q,101.00,102.90,101.00,101.60,101.60,102.40,25,705,71681.00,
500024,ASSAMCO     ,B ,Q,4.25,4.28,4.11,4.14,4.14,4.16,261,129586,540054.00,
500027,ATUL LTD.   ,A ,Q,1295.00,1298.15,1240.00,1249.55,1250.00,1290.55,329,1878,2370518.00,
500028,ATV PROJECTS,T ,Q,3.60,3.60,3.51,3.51,3.51,3.69,7,2131,7488.00,
500029,AUTOLITE(I) ,B ,Q,36.40,38.60,36.40,38.60,38.60,37.90,6,380,13898.00,
500030,AUTORID.FIN ,T ,Q,0.70,0.70,0.70,0.70,0.70,0.67,4,4900,3430.00,
500031,BAJAJ ELECT.,A ,Q,238.50,239.80,233.00,235.20,235.15,238.95,1586,38561,9130060.00,
500032,BAJAJHIND   ,B ,Q,16.33,16.59,16.00,16.12,16.12,16.33,1253,283672,4609800.00,
500033,FORCE MOTR  ,B ,Q,1699.00,1700.50,1590.25,1596.50,1596.50,1693.75,9125,105832,172168392.00,
500034,BAJFINANCE  ,A ,Q,4240.00,4265.00,4103.00,4135.40,4135.40,4281.30,644,1454,6074835.00,
500038,BALRAM.CHINI,A ,Q,48.15,48.15,47.15,47.35,47.35,48.40,506,39077,1855902.00,
500039,BANCO PROD. ,B ,Q,130.70,130.70,122.30,123.10,123.10,131.10,545,13902,1744028.00,
500040,CENTURY TEXT,A ,Q,740.00,742.00,684.00,688.15,688.15,733.65,18013,352165,249367145.00,
500041,BANNARI AMAN,B ,Q,872.00,872.00,830.00,840.00,840.00,860.00,13,258,224670.00,
500042,BASF INDIA  ,B ,Q,1205.30,1207.95,1113.00,1120.60,1120.60,1210.30,1845,9677,11106917.00,
500043,BATA INDIA  ,A ,Q,1025.30,1026.15,998.05,1016.10,1021.00,1021.95,3374,111621,113185633.00,
