SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1372.90,1379.35,1347.00,1357.40,1357.40,1379.15,1257,7406,10068229.00,
500003,AEGIS LOGIS ,B ,Q,777.50,789.50,726.25,735.25,738.00,771.00,4281,31037,23482990.00,
500008,AMAR RAJA BA,A ,Q,861.20,872.00,855.05,863.20,860.50,858.85,1009,8531,7373536.00,
500009,A.SARABHAI  ,B ,Q,5.01,5.01,4.99,4.99,4.99,4.99,10,2700,13500.00,
500010,HDFC        ,A ,Q,1307.00,1314.90,1292.00,1302.50,1302.50,1303.90,4180,50147,65546963.00,
500012,ANDHRA PETRO,B ,Q,12.95,15.30,12.95,14.64,14.64,13.17,1760,442957,6363815.00,
500013,ANSAL INFRAS,B ,Q,25.70,26.30,25.40,25.60,25.90,25.95,368,41182,1058906.00,
500014,APPLE FINANC,B ,Q,2.16,2.29,2.10,2.25,2.29,2.17,41,21980,47183.00,
500020,BOM DYEING  ,B ,Q,74.00,75.90,71.70,72.15,72.15,73.85,6201,553257,40838270.00,
500023,ASIANHOTNR  ,B ,Q,106.00,111.50,105.10,108.90,111.50,106.10,18,47,5058.00,
500024,ASSAMCO     ,B ,Q,4.26,4.43,4.25,4.28,4.28,4.38,236,125379,540756.00,
500027,ATUL LTD.   ,A ,Q,1288.00,1324.30,1280.00,1306.95,1309.70,1279.35,830,8854,11561698.00,
500028,ATV PROJECTS,T ,Q,3.31,3.31,3.31,3.31,3.31,3.16,23,4441,14699.00,
500029,AUTOLITE(I) ,B ,Q,37.00,42.00,37.00,41.40,41.50,38.20,205,13965,576108.00,
500030,AUTORID.FIN ,T ,Q,0.56,0.58,0.56,0.57,0.57,0.56,8,2300,1297.00,
500031,BAJAJ ELECT.,A ,Q,239.00,241.80,233.75,235.20,235.20,239.00,1517,47371,11357488.00,
500032,BAJAJHIND   ,B ,Q,16.60,16.65,16.01,16.32,16.32,16.68,1267,244411,4008868.00,
500033,FORCE MOTR  ,B ,Q,1695.00,1726.50,1655.00,1664.50,1664.50,1691.75,8568,91812,155432694.00,
500034,BAJFINANCE  ,A ,Q,4589.85,4600.15,4437.60,4517.35,4517.35,4577.20,950,2572,11593986.00,
500038,BALRAM.CHINI,A ,Q,50.30,50.70,49.10,49.25,49.50,49.90,540,36176,1800257.00,
500039,BANCO PROD. ,B ,Q,132.00,147.30,132.00,145.20,145.20,130.90,4608,136268,19573386.00,
500040,CENTURY TEXT,A ,Q,764.50,771.00,693.30,708.35,708.35,762.25,24993,438936,324213330.00,
500041,BANNARI AMAN,B ,Q,870.00,877.50,850.00,860.00,860.00,885.75,26,80,68642.00,
500042,BASF INDIA  ,B ,Q,1299.00,1309.00,1241.00,1248.95,1248.95,1285.45,1083,6077,7704979.00,
500043,BATA INDIA  ,A ,Q,1137.00,1137.00,1097.05,1105.00,1105.00,1134.75,1648,14886,16623076.00,
500048,BEML LTD    ,A ,Q,1069.00,1119.50,1056.80,1090.15,1090.15,1062.85,7916,71579,78073157.00,
500049,BHARAT ELECT,A ,Q,3339.00,3339.00,3204.00,3219.65,3219.65,3286.20,6418,28079,91751156.00,
500052,BHANSALI ENG,B ,Q,21.00,21.00,19.30,19.30,19.30,19.60,70,6750,131218.00,
500055,BHUSH STEEL ,A ,Q,70.00,73.75,69.30,70.15,70.15,69.90,4090,258958,18492701.00,
500057,ABCIL       ,B ,Q,224.50,224.50,219.00,220.20,219.00,222.60,31,668,147195.00,
500058,BIHAR SPONGE,T ,Q,2.96,3.13,2.95,3.01,3.13,3.01,54,13628,41067.00,
500059,BINANI IND. ,B ,Q,112.20,112.45,105.50,106.25,106.25,111.75,1220,33504,3597654.00,
500060,BIRLA ERIC. ,T ,Q,60.05,64.40,60.05,64.40,64.40,61.35,225,24772,1577423.00,
500067,BLUE STAR   ,B ,Q,333.90,335.00,325.70,333.05,333.05,331.05,1107,14643,4864554.00,
500068,DISA INDIA  ,B ,Q,5051.00,5200.00,5000.00,5200.00,5200.00,5091.00,10,13,66251.00,
500074,BPL LTD.    ,B ,Q,33.75,33.85,32.30,32.55,33.00,33.65,428,34118,1122064.00,
500078,CAMPH.& ALL ,B ,Q,281.10,289.40,280.10,281.00,281.00,286.00,54,751,212662.00,
500083,CENTURY EXT ,B ,Q,1.57,1.57,1.46,1.57,1.57,1.55,10,4600,7117.00,
500084,CESC LTD.   ,A ,Q,587.30,587.30,571.65,573.25,573.25,587.20,2043,32412,18758505.00,
500085,CHAMBAL FERT,B ,Q,73.20,73.65,70.00,70.35,70.35,73.35,1754,83335,5980302.00,
500086,EXIDE IND.  ,A ,Q,189.00,190.85,186.60,187.95,187.95,188.50,2979,222621,41938775.00,
500087,CIPLA LTD.  ,A ,Q,679.50,688.95,672.70,680.30,680.30,678.75,6599,164305,111893910.00,
500089,DIC INDIA   ,B ,Q,383.00,385.20,383.00,384.00,384.00,384.80,14,350,134404.00,
500092,CRISIL LTD  ,A ,Q,2360.00,2365.00,2154.00,2181.40,2181.40,2346.35,5991,16854,37223618.00,
500093,CROMPT.GREAV,A ,Q,174.50,176.90,171.25,173.40,173.40,173.95,3753,246104,42792397.00,
500096,DABUR (I)   ,A ,Q,275.45,276.75,271.00,273.05,272.90,275.75,1569,35327,9692506.00,
500097,DALMIASUG   ,B ,Q,17.60,18.60,17.60,17.65,17.65,18.40,14,451,8114.00,
500101,ARVIND Ltd  ,A ,Q,280.00,282.90,272.65,274.50,274.50,280.45,3189,125385,34888393.00,
500102,BALARPUR IND,B ,Q,15.09,15.09,14.75,14.79,14.79,15.05,412,160422,2387126.00,
500103,BHEL        ,A ,Q,232.95,237.00,231.30,234.85,234.85,232.10,6658,309423,72746232.00,
500104,HIND.PETRO  ,A ,Q,632.10,641.70,631.25,634.30,634.30,633.70,5519,116134,73782314.00,
500106,IFCI LTD    ,A ,Q,35.40,36.05,35.20,35.40,35.40,35.35,2228,377679,13420213.00,
500108,MAHA.TELE   ,B ,Q,20.25,20.50,19.95,20.10,20.10,20.20,1217,252623,5113707.00,
500109,MRPL        ,A ,Q,72.65,74.70,71.60,74.40,74.40,72.00,3104,568157,41979259.00,
500110,CHENNAI PET.,B ,Q,71.20,78.20,71.20,77.35,77.35,73.45,2263,96542,7348420.00,
500111,REL.CAP.    ,A ,Q,447.00,457.70,445.00,446.75,446.75,446.00,12730,337063,151624142.00,
500112,STATE BANK  ,A ,Q,291.80,294.40,289.00,291.05,291.05,291.45,22974,1123064,327783216.00,
500113,STEEL AUTH. ,A ,Q,75.80,78.95,74.75,77.20,77.20,75.60,6015,532761,41224457.00,
500114,TITAN       ,A ,Q,402.40,407.65,393.05,394.65,394.65,405.60,2560,49323,19725449.00,
500116,IDBI BANK L ,A ,Q,78.30,84.80,77.10,81.80,81.80,78.20,20853,2625565,216780867.00,
500117,DCW LTD.    ,B ,Q,18.00,19.75,17.75,19.10,19.10,18.00,1884,421865,8043542.00,
500119,DHAMPUR SUGA,B ,Q,37.50,37.75,36.80,36.90,36.90,37.25,192,11281,418304.00,
500123,ELANTAS     ,B ,Q,1273.00,1273.00,1215.00,1231.50,1231.50,1262.50,252,1890,2348720.00,
500124,DR.REDDY'S  ,A ,Q,3673.80,3698.00,3620.45,3651.15,3651.15,3681.45,1971,11843,43268572.00,
500125,E.I.D.PAR   ,A ,Q,171.55,172.35,169.00,170.85,170.85,169.75,402,9310,1587839.00,
500126,MERCK LTD   ,B ,Q,923.00,929.00,903.00,908.00,908.00,920.25,912,4382,4014546.00,
500128,ELEC.CASTING,B ,Q,18.05,19.00,17.90,18.15,18.25,18.05,1078,178091,3274179.00,
500132,EMPEE SUGARS,B ,Q,3.73,3.85,3.34,3.43,3.43,3.22,14,1204,4471.00,
500133,ESAB INDIA  ,B ,Q,684.50,685.00,671.25,676.25,675.00,684.00,42,246,167116.00,
500134,ESSAR OIL   ,A ,Q,108.40,110.25,107.50,107.95,107.95,108.95,755,30606,3326144.00,
500135,ESSEL PROP  ,B ,Q,133.00,133.10,129.60,130.80,130.70,133.40,527,15546,2036075.00,
500136,ESTER INDUS.,B ,Q,19.30,19.35,18.75,19.05,19.00,19.30,127,17803,339001.00,
500139,FEDDER.LLYOD,B ,Q,84.45,84.45,79.20,79.60,79.60,83.30,911,36678,2987470.00,
500141,FERRO ALLOYS,B ,Q,6.29,6.45,6.01,6.13,6.01,6.28,161,31799,199066.00,
500142,FGP LTD.    ,B ,Q,2.17,2.17,2.17,2.17,2.17,2.08,2,1,2.00,
500144,FINOL. CABLE,A ,Q,277.50,277.60,268.05,270.45,271.40,278.05,1707,28098,7691290.00,
500147,CMI FPE     ,B ,Q,475.10,530.00,475.10,496.00,490.50,506.50,186,1484,741659.00,
500148,UFLEX LTD   ,B ,Q,128.55,129.10,127.05,127.65,127.65,128.25,344,12889,1646251.00,
500150,FOSECO INDIA,B ,Q,1276.00,1288.00,1255.00,1266.50,1260.00,1277.25,203,539,682720.00,
500151,GOLDEN TOB  ,B ,Q,44.05,44.05,42.30,42.60,42.30,44.70,221,12095,521251.00,
500153,GANESH BENZO,B ,Q,8.65,9.15,8.46,9.12,9.12,8.96,82,14560,130780.00,
500155,GARDEN SILK ,B ,Q,27.20,27.60,26.55,26.80,26.80,27.70,207,13386,361255.00,
500159,METROGLOBL  ,B ,Q,58.05,65.00,58.05,63.00,63.00,65.05,16,304,18682.00,
500160,GTL LTD.    ,B ,Q,15.07,15.15,14.60,14.77,14.77,15.04,388,39580,590866.00,
500162,PARRYSUGR   ,B ,Q,18.60,18.60,18.60,18.60,18.60,18.75,4,500,9300.00,
500163,GODFREY PH  ,B ,Q,535.20,540.00,532.00,537.55,532.80,529.30,670,4190,2241733.00,
500164,GODREJ IND  ,A ,Q,373.40,376.80,368.00,370.05,368.50,373.75,1299,17712,6571189.00,
500165,KANSAI NERO ,B ,Q,234.95,234.95,227.00,230.75,230.75,230.30,990,14267,3286515.00,
500166,GOODRICKE   ,B ,Q,158.10,162.00,155.30,156.60,156.60,158.60,250,10298,1633326.00,
500168,GOODYEAR (I),B ,Q,615.00,673.75,615.00,649.50,649.50,611.00,3444,174837,113051390.00,
500170,GTN INDUS   ,B ,Q,10.30,10.30,10.07,10.07,10.07,10.51,10,600,6118.00,
500171,GHCL LTD    ,B ,Q,78.50,85.45,78.00,81.90,81.90,78.00,4636,267706,22056616.00,
500173,GUJ.FLOURO  ,B ,Q,715.10,746.05,695.25,705.90,705.90,721.35,1944,23131,16660584.00,
500174,GUJ.LEASE   ,B ,Q,2.05,2.25,2.05,2.25,2.25,2.26,7,737,1575.00,
500179,HCL INFOSYS ,B ,Q,54.60,55.10,52.80,53.15,53.15,54.60,4768,481151,25885657.00,
500180,HDFC BANK   ,A ,Q,1028.00,1028.00,1015.85,1018.90,1018.90,1029.10,4100,82391,84066942.00,
500182,HEROMOTOCO  ,A ,Q,2430.00,2438.10,2383.20,2410.15,2410.15,2428.85,5588,33007,79494677.00,
500183,HIMACHAL FUT,B ,Q,15.01,15.30,14.70,14.83,14.83,15.04,2983,959673,14333578.00,
500184,HIMADRI CHEM,B ,Q,20.40,20.64,19.91,20.05,20.00,20.37,138,9633,194051.00,
500185,HIND.CONSTN.,A ,Q,34.55,34.80,34.00,34.10,34.10,34.30,5768,1269748,43593410.00,
500186,HIND.OIL EXP,B ,Q,44.55,46.00,43.80,44.10,44.10,44.40,7367,817495,36746780.00,
500187,HSIL        ,B ,Q,448.20,458.00,435.05,448.65,448.65,446.90,1826,46995,21054761.00,
500188,HINDUS.ZI   ,A ,Q,172.00,173.00,171.20,172.10,171.95,171.95,1536,42890,7381035.00,
500189,HINDUJA VENT,B ,Q,507.00,513.00,485.10,487.20,485.10,501.80,479,3448,1698969.00,
500191,HMT LTD.    ,B ,Q,48.00,48.05,46.25,46.70,46.70,48.10,716,41659,1961292.00,
500192,PRAG BOSIMI ,T ,Q,5.38,5.41,5.38,5.41,5.41,5.58,4,500,2696.00,
500193,HOTEL LEELA.,B ,Q,20.25,20.25,19.55,19.70,19.70,20.15,361,51087,1019794.00,
500199,I.G.PETRO   ,B ,Q,65.25,75.15,65.00,69.35,69.35,66.65,1831,110230,7891799.00,
500201,IND.GLYCOLS ,B ,Q,96.90,97.05,96.05,96.25,96.25,96.80,138,4854,468477.00,
500202,IND.LEAS.DEV,T ,Q,11.84,11.84,11.84,11.84,11.84,11.28,2,1000,11840.00,
500207,INDO RAMA   ,B ,Q,19.85,20.00,19.60,19.85,20.00,20.05,127,26290,522849.00,
500209,INFOSYS LTD ,A ,Q,2188.00,2195.00,2153.45,2181.95,2181.95,2191.10,4426,32599,71004591.00,
500210,INGERSOLL   ,B ,Q,1092.95,1100.35,1045.00,1055.70,1059.10,1084.00,747,4532,4848375.00,
500211,INSILCO LTD.,T ,Q,17.30,18.00,17.00,17.30,17.10,17.70,86,23601,409802.00,
500212,INTEG.FIN.SE,T ,Q,20.60,20.60,20.60,20.60,20.60,19.65,2,100,2060.00,
500213,INTER.TRAVEL,B ,Q,268.90,271.40,263.50,266.90,268.00,266.50,249,4367,1175813.00,
500214,ION EXCHANGE,T ,Q,270.40,270.40,257.00,261.20,260.00,266.10,108,3660,951818.00,
500215,AGRO TECH FO,B ,Q,641.00,653.25,615.00,623.75,615.00,643.75,1010,5721,3628655.00,
500219,JAIN IRRIG  ,A ,Q,64.50,65.15,63.40,64.15,64.15,64.30,2200,154043,9904660.00,
500220,JASCH INDUST,B ,Q,22.60,23.70,21.70,21.80,21.70,23.50,43,2338,53310.00,
500222,JCT ELECTRON,B ,Q,0.51,0.51,0.51,0.51,0.51,0.49,4,4900,2499.00,
500223,JCT LTD     ,B ,Q,3.97,3.97,3.16,3.48,3.55,3.32,212,223506,755615.00,
500227,JINDAL POLYF,B ,Q,229.80,233.70,227.50,228.80,228.80,232.10,1407,28648,6621905.00,
500228,JSWSL       ,A ,Q,943.00,979.00,937.00,957.20,957.20,939.45,8808,116424,112191363.00,
500231,UMANG DAIR  ,B ,Q,74.10,76.65,71.15,71.45,71.95,74.40,292,12394,897460.00,
500233,KAJARIA CER.,A ,Q,794.00,794.00,760.00,764.35,762.10,768.25,498,5532,4258274.00,
500234,KAKATIYA CEM,B ,Q,125.00,126.00,123.80,124.20,124.20,125.40,79,4740,589932.00,
500235,KALYANI STEL,B ,Q,144.70,146.80,142.60,143.20,143.20,144.00,1399,33273,4813021.00,
500236,KANELIND    ,T ,Q,16.95,18.15,16.95,18.15,18.15,17.30,454,57562,1022920.00,
500238,WHIRLPOOL   ,B ,Q,738.00,741.45,723.00,731.50,731.50,746.30,989,7835,5735919.00,
500239,KG DENIM    ,B ,Q,24.55,24.55,23.50,23.90,23.90,24.15,81,8985,215798.00,
500240,KINETIC ENG.,B ,Q,50.65,50.65,46.55,47.75,46.85,50.65,43,822,39659.00,
500241,KIRL.BROS.  ,B ,Q,215.00,215.60,198.50,200.60,200.60,209.60,195,3393,690209.00,
500243,KIRL INDUS  ,B ,Q,552.50,568.75,552.50,564.50,565.00,566.75,14,57,32098.00,
500245,KIRL.FERROUS,B ,Q,58.30,58.30,56.50,58.05,58.00,57.20,293,32196,1852134.00,
500246,ENVAIN ELECT,B ,Q,16.95,16.95,16.95,16.95,16.95,16.15,2,100,1695.00,
500247,KOTAK MAH.BK,A ,Q,1415.00,1420.80,1374.60,1384.75,1384.75,1416.90,3281,27194,38134754.00,
500249,KSB PUMPS   ,B ,Q,695.00,695.00,676.00,676.50,676.00,683.75,175,803,546058.00,
