SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1288.00,1295.00,1275.00,1281.95,1281.95,1284.80,1397,7244,9302855.00,
500003,AEGIS LOGIS ,B ,Q,533.10,543.90,527.50,539.80,540.00,533.00,896,11786,6325820.00,
500008,AMAR RAJA BA,A ,Q,870.00,877.90,860.00,868.55,868.55,865.60,1138,8392,7275701.00,
500009,A.SARABHAI  ,B ,Q,3.58,3.99,3.50,3.60,3.58,3.61,54,3292,11835.00,
500010,HDFC        ,A ,Q,1315.00,1347.80,1308.00,1339.95,1339.95,1305.70,6000,70616,93762168.00,
500012,ANDHRA PETRO,B ,Q,10.40,10.40,10.11,10.32,10.30,10.40,129,23187,239294.00,
500013,ANSAL INFRAS,B ,Q,25.70,26.00,25.40,25.65,25.60,25.85,327,17867,459764.00,
500014,APPLE FINANC,B ,Q,2.26,2.78,2.26,2.62,2.69,2.50,78,12676,33355.00,
500020,BOM DYEING  ,B ,Q,71.85,73.25,70.15,70.80,70.80,71.20,4321,449863,32153619.00,
500023,ASIANHOTNR  ,B ,Q,102.50,106.00,102.10,104.10,105.90,108.30,14,27,2791.00,
500024,ASSAMCO     ,B ,Q,4.44,4.44,4.30,4.32,4.32,4.41,370,277408,1204624.00,
500027,ATUL LTD.   ,A ,Q,1203.20,1219.00,1185.05,1198.05,1198.05,1199.15,369,1811,2182675.00,
500028,ATV PROJECTS,T ,Q,2.49,2.50,2.49,2.49,2.49,2.60,14,1255,3126.00,
500029,AUTOLITE(I) ,B ,Q,29.00,29.25,29.00,29.25,29.25,30.50,4,768,22297.00,
500031,BAJAJ ELECT.,A ,Q,216.00,218.55,215.00,216.00,216.00,214.60,1273,44558,9644780.00,
500032,BAJAJHIND   ,B ,Q,16.45,16.70,16.10,16.20,16.20,16.20,1070,315256,5163406.00,
500033,FORCE MOTR  ,B ,Q,1442.00,1494.00,1393.25,1424.50,1424.50,1419.50,17594,320208,463555822.00,
